Quantify Compound Summary Report 

Printed Wed Oct 16 10:34:44 2024

Compound 1:  IS_LPC_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
48	48	EC72_Lipidomics_000142	0.000	8.51	0.374		0.374	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000						Solvent

Compound 119:  Cer d18:1/22:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.01	31.786		31.786	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.00	20.317		20.317	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000						POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.00	15.462		15.462	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.00	30.484		30.484	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.01	39.644		39.644	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.02	17.798		17.798	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.01	28.355		28.355	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.01	23.265		23.265	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.01	45.440		45.440	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.01	63.445		63.445	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.01	29.646		29.646	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.00	210.996		210.996	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.01	50.393		50.393	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.01	53.679		53.679	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.00	84.418		84.418	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.00	63.252		63.252	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.01	62.783		62.783	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.02	62.495		62.495	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.00	40.056		40.056	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.00	62.727		62.727	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.00	15.634		15.634	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.01	50.699		50.699	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.01	25.892		25.892	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.01	34.176		34.176	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.01	58.852		58.852	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.01	36.661		36.661	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.13	0.852		0.852	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	8.96	0.286		0.286	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.01	1.977		1.977	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.01	50.334		50.334	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.00	43.646		43.646	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.00	35.399		35.399	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.02	40.994		40.994	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.00	37.680		37.680	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.01	34.931		34.931	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.00	32.131		32.131	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.00	28.723		28.723	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.01	16.445		16.445	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	8.85	1.026		1.026	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	8.87	0.049		0.049	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	8.89	0.123		0.123	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.08	1.639		1.639	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	8.91	0.790		0.790	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.08	0.683		0.683	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	8.86	0.560		0.560	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	8.97	0.191		0.191	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	8.90	0.036		0.036	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000	9.07	0.258		0.258	bb	Solvent

Compound 120:  Cer d18:1/22:1_not in CLIG

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	8.82	11.641		11.641	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	8.82	9.272		9.272	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000						POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	8.83	8.651		8.651	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	8.81	11.275		11.275	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	8.82	9.806		9.806	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	8.82	20.657		20.657	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	8.82	15.643		15.643	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	8.82	12.199		12.199	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	8.82	3.894		3.894	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	8.82	23.547		23.547	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	8.82	17.108		17.108	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	8.83	105.736		105.736	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	8.82	26.321		26.321	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	8.82	23.298		23.298	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	8.82	28.500		28.500	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	8.81	29.247		29.247	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	8.83	22.076		22.076	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	8.82	20.035		20.035	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	8.81	8.785		8.785	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	8.81	18.431		18.431	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	8.82	13.796		13.796	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	8.82	16.253		16.253	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	8.83	12.496		12.496	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	8.82	9.834		9.834	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	8.83	16.572		16.572	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	8.82	12.539		12.539	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000						POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	8.94	0.240		0.240	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	8.91	0.199		0.199	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	8.83	11.714		11.714	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	8.81	7.900		7.900	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	8.82	16.633		16.633	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	8.84	7.560		7.560	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	8.82	15.711		15.711	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	8.82	19.904		19.904	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	8.82	19.453		19.453	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	8.81	7.881		7.881	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	8.83	9.028		9.028	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000	8.86	0.021		0.021	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	8.92	0.335		0.335	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	8.83	1.496		1.496	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	8.98	0.187		0.187	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000						Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000	8.96	0.640		0.640	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	8.86	0.331		0.331	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	8.90	0.059		0.059	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	8.85	0.845		0.845	bb	Solvent

Compound 121:  Cer 18:1;O2/24:1

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	7.94	11.091		11.091	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	8.01	28.319		28.319	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	8.01	19.856		19.856	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	8.16	3.743		3.743	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	7.93	34.423		34.423	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	7.94	45.976		45.976	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	7.94	31.167		31.167	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	8.01	23.726		23.726	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	7.94	48.280		48.280	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	7.94	50.057		50.057	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	7.95	28.343		28.343	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	7.94	60.172		60.172	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	7.95	269.483		269.483	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	7.94	25.495		25.495	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	7.96	41.366		41.366	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	7.95	41.430		41.430	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	7.96	17.468		17.468	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	7.94	57.904		57.904	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	7.94	80.234		80.234	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	8.00	50.882		50.882	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	7.93	51.542		51.542	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	7.94	109.992		109.992	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	7.94	132.830		132.830	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	7.94	84.152		84.152	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	7.95	59.692		59.692	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	7.96	61.908		61.908	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	7.94	90.746		90.746	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	7.95	79.144		79.144	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	7.95	99.925		99.925	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	7.94	64.540		64.540	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	7.96	96.003		96.003	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	8.12	3.724		3.724	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	7.94	123.505		123.505	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	7.96	31.611		31.611	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	7.94	37.176		37.176	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	7.95	62.345		62.345	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	7.94	56.224		56.224	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	7.94	24.803		24.803	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	7.95	9.602		9.602	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	7.98	0.801		0.801	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	8.01	1.492		1.492	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	8.06	1.733		1.733	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	8.01	3.776		3.776	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	8.05	1.718		1.718	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	7.99	0.556		0.556	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	8.10	0.447		0.447	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	8.18	0.462		0.462	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	8.02	0.577		0.577	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	8.03	3.174		3.174	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	8.03	1.609		1.609	bb	Solvent

Compound 122:  DHCer d18:0/24:1_not in CLIG

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	8.43	198.054		198.054	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	8.42	219.246		219.246	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	8.64	1.995		1.995	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	8.44	234.364		234.364	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	8.41	224.691		224.691	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	8.44	222.686		222.686	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	8.44	182.146		182.146	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	8.44	353.194		353.194	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	8.43	296.991		296.991	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	8.44	247.518		247.518	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	8.43	232.418		232.418	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	8.42	246.441		246.441	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	8.43	820.863		820.863	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	8.43	282.081		282.081	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	8.44	281.056		281.056	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	8.43	447.921		447.921	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	8.43	240.981		240.981	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	8.43	248.446		248.446	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	8.42	287.962		287.962	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	8.42	302.941		302.941	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	8.41	244.604		244.604	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	8.43	263.379		263.379	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	8.44	195.196		195.196	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	8.43	328.555		328.555	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	8.44	270.656		270.656	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	8.44	271.848		271.848	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	8.43	155.632		155.632	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	8.54	0.703		0.703	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000						POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	8.42	20.104		20.104	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	8.44	152.589		152.589	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	8.41	233.446		233.446	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	8.43	194.488		194.488	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	8.45	142.285		142.285	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	8.43	135.398		135.398	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	8.44	166.918		166.918	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	8.43	186.154		186.154	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	8.42	163.544		163.544	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	8.43	177.074		177.074	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	8.44	0.753		0.753	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000	8.53	0.247		0.247	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000						Solvent
22	22	EC72_Lipidomics_000116	0.000						Solvent
30	30	EC72_Lipidomics_000124	0.000	8.46	1.693		1.693	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	8.61	1.096		1.096	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	8.62	1.761		1.761	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000						Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000	8.57	1.820		1.820	bb	Solvent

Compound 123:  Cer d18:1/24:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	8.28	38.890		38.890	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	8.28	28.820		28.820	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	8.28	18.611		18.611	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	8.28	42.932		42.932	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	8.27	26.550		26.550	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	8.28	24.621		24.621	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	8.27	24.646		24.646	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	8.29	42.223		42.223	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	8.27	29.597		29.597	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	8.29	39.977		39.977	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	8.28	20.903		20.903	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	8.28	36.000		36.000	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	8.28	89.305		89.305	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	8.28	55.097		55.097	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	8.28	46.514		46.514	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	8.28	36.570		36.570	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	8.26	9.603		9.603	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	8.27	26.962		26.962	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	8.28	64.817		64.817	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	8.27	53.614		53.614	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	8.27	45.326		45.326	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	8.28	85.611		85.611	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	8.28	36.075		36.075	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	8.28	82.163		82.163	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	8.30	27.059		27.059	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	8.29	52.064		52.064	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	8.28	61.899		61.899	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	8.29	36.094		36.094	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	8.29	65.027		65.027	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	8.27	38.568		38.568	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	8.28	54.348		54.348	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	8.28	41.055		41.055	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	8.28	32.195		32.195	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	8.30	18.808		18.808	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	8.27	20.409		20.409	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	8.28	4.900		4.900	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	8.28	32.736		32.736	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	8.28	18.752		18.752	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	8.28	32.862		32.862	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	8.32	0.632		0.632	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	8.28	0.809		0.809	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	8.28	0.145		0.145	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	8.29	0.669		0.669	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	8.28	1.616		1.616	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	8.27	0.434		0.434	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	8.27	1.651		1.651	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	8.29	1.149		1.149	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	8.39	0.320		0.320	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	8.27	1.097		1.097	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	8.30	0.260		0.260	bb	Solvent

Compound 124:  DHCer d18:0/24:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	8.42	25.000		25.000	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	8.40	20.822		20.822	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	8.37	1.655		1.655	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	8.43	30.187		30.187	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	8.39	18.635		18.635	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	8.38	16.366		16.366	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	8.44	16.960		16.960	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	8.44	37.702		37.702	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	8.42	30.640		30.640	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	8.43	29.585		29.585	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	8.43	24.872		24.872	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	8.42	35.367		35.367	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	8.42	82.274		82.274	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	8.44	30.803		30.803	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	8.44	26.737		26.737	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	8.42	56.208		56.208	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	8.43	22.314		22.314	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	8.43	27.489		27.489	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	8.41	38.729		38.729	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	8.42	38.216		38.216	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	8.41	29.328		29.328	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	8.43	26.814		26.814	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	8.42	21.855		21.855	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	8.44	38.349		38.349	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	8.44	21.877		21.877	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	8.44	39.095		39.095	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	8.42	13.637		13.637	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	8.41	2.603		2.603	bb	POS_072-153_5 然 epi:nor_24
