Uniprot ID	Uniprot gene ID	Gene name	Description	Color in plot	log2FC	Adjusted P value
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1 	blue	-0.695805312734521	0.00032822066992240075
Q5T5Y3	CAMP1_HUMAN	CAMSAP1	Calmodulin-regulated spectrin-associated protein 1 	green	-0.162714561064206	0.0009173403426034182
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1 	blue	-0.22889754734076462	0.00034047594045410535
Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1 	blue	-1.260455548450846	0.0003773679545744881
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4 	blue	-0.507355311482053	0.00023641868918626113
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1 	blue	-0.6320409147372246	0.002183524941496438
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 	blue	-0.5664181278807394	0.000592138701551694
P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte 	blue	-1.1880865927360134	1.4794085711975795e-05
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase 	blue	-0.45208865883500415	0.0017343804805785546
Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 	blue	-0.6345367798900625	0.0309456545027583
A0A7I2UQ36	A0A7I2UQ36_HUMAN	GPX1	Glutathione peroxidase 	blue	-0.5529520115649404	0.0003432908254340929
Q7Z7E8	UB2Q1_HUMAN	UBE2Q1	Ubiquitin-conjugating enzyme E2 Q1 	blue	-0.9461333615711851	0.0024643852706985638
H3BNC9	H3BNC9_HUMAN	NA	40S ribosomal protein S17 	blue	-0.5586799996457579	0.0036263335716359693
Q9UBV8	PEF1_HUMAN	PEF1	Peflin 	blue	-0.6212779261104515	0.013399592141608635
P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 	green	-0.09538840860043152	0.04850435705839569
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12 	blue	-0.3202114600617705	0.005130976400026298
Q9BX67	JAM3_HUMAN	JAM3	Junctional adhesion molecule C 	green	-0.1996239598608014	0.02306617192100573
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation 	blue	-0.5965706110868929	0.000993167120957155
Q9GZX9	TWSG1_HUMAN	TWSG1	Twisted gastrulation protein homolog 1 	blue	-0.3973154929753058	0.006348222860495113
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8 	blue	-0.45719188594121896	5.0776854747523306e-05
Q9Y3D6	FIS1_HUMAN	FIS1	Mitochondrial fission 1 protein 	blue	-0.4071658131394926	0.0008868501323654035
Q9ULF5	S39AA_HUMAN	SLC39A10	Zinc transporter ZIP10 	blue	-0.9521040600155715	3.642375309968021e-05
P78504	JAG1_HUMAN	JAG1	Protein jagged-1 	green	-0.17493618597428195	0.013695168397312989
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5 	blue	-0.7220588858972121	7.381560308315102e-05
Q9UIS9	MBD1_HUMAN	MBD1	Methyl-CpG-binding domain protein 1 	red	0.7744567311412567	0.001870406807981332
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 	blue	-0.43822584682641974	0.04712833719496902
P84022	SMAD3_HUMAN	SMAD3	Mothers against decapentaplegic homolog 3 	blue	-0.4562440012926938	0.0008965086930782148
Q7L1T6	NB5R4_HUMAN	CYB5R4	Cytochrome b5 reductase 4 	red	1.3251037727870258	0.0003432908254340929
P09848	LPH_HUMAN	LCT	Lactase-phlorizin hydrolase 	red	1.4014181154665266	0.009442287459754917
Q99643	C560_HUMAN	SDHC	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial 	blue	-0.6178286884165729	0.006919582120247898
H0YBG7	H0YBG7_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H (Fragment) 	blue	-0.9132708358896657	0.01800258631856337
Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase 	blue	-0.46777244157827624	0.02374139491892182
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK 	blue	-0.2873333679352257	0.01537955569322949
P14635	CCNB1_HUMAN	CCNB1	G2/mitotic-specific cyclin-B1 	blue	-1.0791787591449964	0.010549737771198425
G5E9E7	G5E9E7_HUMAN	TJP1	Tight junction protein 1 (Zona occludens 1), isoform CRA_e 	blue	-0.44580503075289	0.00040026564010394377
C9J8T6	C9J8T6_HUMAN	COX17	Cytochrome c oxidase copper chaperone 	green	-0.17870236978888876	0.04809102570805499
Q9Y679	AUP1_HUMAN	AUP1	Lipid droplet-regulating VLDL assembly factor AUP1 	blue	-0.4344457099620094	0.026878584102447433
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2 	blue	-0.2360754729832415	0.0009392612433458507
Q9Y696	CLIC4_HUMAN	CLIC4	Chloride intracellular channel protein 4 	blue	-0.5766540654831545	4.414152335159815e-05
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial 	blue	-0.4777707726772036	0.0004855001918003007
Q9NRG1	PRDC1_HUMAN	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1 	red	0.6890400930638574	0.045618596480098306
A0A7I2V3S3	A0A7I2V3S3_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E 	blue	-0.5667373177566937	0.007590090721787585
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A 	blue	-0.34489175738999833	0.01541673816210421
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase 	blue	-0.29009453314289857	0.0008600745128523697
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial 	blue	-0.9137036470005011	0.0017414611601235925
O43166	SI1L1_HUMAN	SIPA1L1	Signal-induced proliferation-associated 1-like protein 1 	red	0.5803396399880345	0.0033479268253429335
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9 	blue	-0.5253768599233375	2.2321056582420883e-05
Q92552	RT27_HUMAN	MRPS27	28S ribosomal protein S27, mitochondrial 	blue	-0.5657328704349531	0.013399592141608635
O75508	CLD11_HUMAN	CLDN11	Claudin-11 	blue	-0.7847882155995709	0.0015070313100725545
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1 	red	0.2816833374643135	0.008278977979131404
Q96KC8	DNJC1_HUMAN	DNAJC1	DnaJ homolog subfamily C member 1 	blue	-1.0667530820472706	0.0018642218826018945
O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7 	blue	-1.8707127087147946	0.010913111607016048
Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog 	blue	-0.6015383642277357	0.008031479833294504
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4 	green	-0.18559683181602793	0.029551075034261916
A0A6Q8PHK0	A0A6Q8PHK0_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12 	blue	-0.7647032411720431	0.00022900096607011337
A0A7P0Z4F9	A0A7P0Z4F9_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase 	blue	-0.4433480292810348	0.007591318583628673
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor 	blue	-0.35757809400778306	0.0009173403426034182
Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B 	blue	-0.6364165481774204	0.0036090951910291735
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1 	blue	-0.30508396798819604	0.0005658432403874457
P24385	CCND1_HUMAN	CCND1	G1/S-specific cyclin-D1 	blue	-0.2857474449187887	0.012510843037848643
Q56VL3	OCAD2_HUMAN	OCIAD2	OCIA domain-containing protein 2 	blue	-0.3664127696086652	0.000754360953685349
P83111	LACTB_HUMAN	LACTB	Serine beta-lactamase-like protein LACTB, mitochondrial 	blue	-0.21605560431046378	0.027812784144401623
Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein 	red	0.5865487840343349	0.007486778236827861
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B 	blue	-0.4063534683920089	0.0006144272321782483
Q9NQG1	MANBL_HUMAN	MANBAL	Protein MANBAL 	red	0.47101726222367013	0.012140507785036869
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1 	blue	-0.2242714154230896	0.029124601641968017
Q5JU69	TOR2A_HUMAN	TOR2A	Torsin-2A 	red	0.6400442046059904	0.01688673902465418
Q8IXM3	RM41_HUMAN	MRPL41	39S ribosomal protein L41, mitochondrial 	blue	-0.24009712874295452	0.044145565769003185
P21333	FLNA_HUMAN	FLNA	Filamin-A 	green	-0.1497997633765742	0.0005864607813102005
Q96BX8	MOB3A_HUMAN	MOB3A	MOB kinase activator 3A 	blue	-0.7480526210804364	0.002979029477626371
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial 	blue	-0.31009332885159147	0.0038063512223792425
Q13740	CD166_HUMAN	ALCAM	CD166 antigen 	red	0.38245947948994363	0.001062245581363246
Q9BY76	ANGL4_HUMAN	ANGPTL4	Angiopoietin-related protein 4 	red	0.6453167984481905	0.0004568430958278447
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1 	blue	-0.2979842270299482	0.0159254562975669
Q99836	MYD88_HUMAN	MYD88	Myeloid differentiation primary response protein MyD88 	blue	-0.4912334149012043	0.0005864607813102005
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase 	blue	-0.46098253417105006	0.018704645981461047
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1 	blue	-0.67163576804648	0.0009173403426034182
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17 	blue	-0.4914290376444086	0.0008367556436004107
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform 	blue	-0.6478840066880043	0.004393461427421253
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit 	blue	-0.2786810804400375	0.001336854529394695
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial 	blue	-0.24874236726504506	0.011641631942303422
P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2 	blue	-0.22474026078726617	0.029005995465282847
P17302	CXA1_HUMAN	GJA1	Gap junction alpha-1 protein 	blue	-0.6044070288581125	0.007039697176855001
O43752	STX6_HUMAN	STX6	Syntaxin-6 	blue	-0.8772368843377549	0.0029325343038059575
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7 	blue	-0.4479468576079313	0.005813995027844546
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog 	red	0.22003499985818387	0.0060166649964835455
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14 	blue	-0.27273763495176695	0.0017579585628439182
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type 	blue	-0.5479997869996325	0.004648854155029182
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial 	blue	-0.8568016960831812	0.00032822066992240075
Q9Y6H1	CHCH2_HUMAN	CHCHD2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 	blue	-0.9875758924093674	0.0015326513086069934
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 	blue	-0.4229140088542209	0.0009173403426034182
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1 	blue	-0.8801014878779654	0.015154078636879934
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H 	blue	-0.5211632877686405	0.012152135950154568
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4 	blue	-0.46595938889315924	0.002958635196562144
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82 	blue	-0.45653213699795003	0.0047073849872529844
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8 	blue	-0.33033990017749204	0.005958687174991167
P58546	MTPN_HUMAN	MTPN	Myotrophin 	blue	-0.5004676562473911	0.0015326513086069934
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31 	red	0.34651184535079693	0.0025323089810738463
Q9Y3Q8	T22D4_HUMAN	TSC22D4	TSC22 domain family protein 4 	blue	-0.5662778435590585	3.519822777143632e-05
G8JLA2	G8JLA2_HUMAN	MYL6	Myosin light polypeptide 6 	red	1.2706447170088424	0.006841406912909434
Q9Y512	SAM50_HUMAN	SAMM50	Sorting and assembly machinery component 50 homolog 	blue	-0.42550555682756475	0.017007207812550607
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B 	blue	-0.20827200290783132	0.020175089743752886
P17931	LEG3_HUMAN	LGALS3	Galectin-3 	blue	-0.2187687159219358	0.03373971932896885
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7 	blue	-0.5376494729577104	0.035062486957837556
Q8NHU6	TDRD7_HUMAN	TDRD7	Tudor domain-containing protein 7 	blue	-0.3620938625844268	0.011904831864242274
Q9BZK3	NACP4_HUMAN	NACA4P	Putative nascent polypeptide-associated complex subunit alpha-like protein 	blue	-0.5790080037866385	0.013737411067996285
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b 	blue	-0.46148981031500824	0.008257254169800393
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 	blue	-0.2142015747038286	0.018675409596095382
O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 	blue	-0.5262531817409606	0.0016983889980265567
Q8N5I4	DHRSX_HUMAN	DHRSX	Dehydrogenase/reductase SDR family member on chromosome X 	blue	-0.24194452323289184	0.0241706041935112
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1 	blue	-0.31340294449487693	0.045618596480098306
Q7Z4G1	COMD6_HUMAN	COMMD6	COMM domain-containing protein 6 	blue	-0.454104937899217	0.015340450413639982
O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A 	blue	-0.33920455195098853	0.028400846696602488
P10915	HPLN1_HUMAN	HAPLN1	Hyaluronan and proteoglycan link protein 1 	green	-0.19748413884390992	0.04130646806597994
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3 	blue	-0.5060132927209082	0.024624639485532354
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor 	blue	-0.7893649700796583	0.015546624299535601
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4 	blue	-0.31666567800568224	0.00013463531533762345
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 	blue	-0.35956804064366565	0.00032822066992240075
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3 	blue	-0.5101156869022674	0.0009976035034147555
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1 	red	0.40163689318726625	0.0013899445719969242
Q8NG11	TSN14_HUMAN	TSPAN14	Tetraspanin-14 	red	0.4149404104314911	0.0006108853913349428
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5 	blue	-0.3626609200481212	0.03385538754229954
Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40 	blue	-0.20412142114354737	0.0033479268253429335
Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11 	blue	-0.4155659151098927	0.046799895644527974
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase 	blue	-0.6384759504092514	0.007361613088683772
Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4 	blue	-0.25345870482900246	0.022888009850840496
Q8N1W1	ARG28_HUMAN	ARHGEF28	Rho guanine nucleotide exchange factor 28 	red	0.3197137437646358	0.008782003288660334
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C 	red	0.305787784580998	0.03767717274793518
O95857	TSN13_HUMAN	TSPAN13	Tetraspanin-13 	red	0.27609557894696835	0.028478566884201754
Q9C035	TRIM5_HUMAN	TRIM5	Tripartite motif-containing protein 5 	blue	-0.42908281267938264	0.04650361433438248
P42771	CDN2A_HUMAN	CDKN2A	Cyclin-dependent kinase inhibitor 2A 	orange	0.19037337041467595	0.01930164783478057
P62879	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 	blue	-0.7250160694740906	0.0005610104773707877
O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase 	blue	-0.8328653243105091	0.00022066806031180864
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68 	blue	-0.3561555230271196	0.041080488613549314
P05412	JUN_HUMAN	JUN	Transcription factor AP-1 	blue	-0.40873443529100584	0.0490172613760182
P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38 	blue	-0.8196131754915719	0.006648112699953476
Q8NCL4	GALT6_HUMAN	GALNT6	Polypeptide N-acetylgalactosaminyltransferase 6 	red	0.41966931573506194	0.01587937143756852
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4 	blue	-0.7272183741456129	0.013073351343857715
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase 	blue	-0.239856563592598	0.020864950664494265
Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein 	blue	-0.8860395812138862	2.3048625182825956e-05
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase 	blue	-1.1005539900724663	0.00011792706981831546
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6 	red	1.0082246334692329	7.002074724361401e-05
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase 	blue	-0.2219619320066144	0.028478566884201754
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2 	red	0.6773924678950074	0.028400846696602488
P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27 	blue	-0.3317814273618609	0.0012127373865125893
P80217	IN35_HUMAN	IFI35	Interferon-induced 35 kDa protein 	red	0.32243982004851546	0.015204980646897083
P60059	SC61G_HUMAN	SEC61G	Protein transport protein Sec61 subunit gamma 	blue	-0.544269191918092	0.03695246272023271
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase 	blue	-0.5558042544870148	0.009431556384852055
O95373	IPO7_HUMAN	IPO7	Importin-7 	green	-0.1059563217330517	0.035062486957837556
Q96IX5	ATPMK_HUMAN	ATP5MK	ATP synthase membrane subunit K, mitochondrial 	blue	-1.5527561192654833	4.414152335159815e-05
H0YI37	H0YI37_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial (Fragment) 	blue	-0.6560107628335405	0.009709034561840456
P60903	S10AA_HUMAN	S100A10	Protein S100-A10 	blue	-0.39484152471727896	0.0002633662797802484
E9PRG1	E9PRG1_HUMAN	EPB41L2	Band 4.1-like protein 2 (Fragment) 	blue	-0.5630064931725727	0.005228231268624786
Q99808	S29A1_HUMAN	SLC29A1	Equilibrative nucleoside transporter 1 	blue	-0.7000558497097185	0.00043869306726516494
Q14249	NUCG_HUMAN	ENDOG	Endonuclease G, mitochondrial 	blue	-0.8777703795098741	0.004402411679812728
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon 	blue	-1.1620617176307917	0.039729032329156616
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6 	blue	-0.25458663491098577	0.026938642264627173
Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15 	blue	-0.4098787449725734	0.004164514195525468
Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7 	blue	-0.9967531969579841	0.0011264926300462554
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2 	blue	-0.3492039218251719	0.024857061791052227
A0A1C7CYX1	A0A1C7CYX1_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein 	red	0.9035894613666535	0.0002903066821613782
Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 	green	-0.18979051675403724	0.02187996320117894
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma 	blue	-0.20403146294029284	0.0014307877526259203
P20073	ANXA7_HUMAN	ANXA7	Annexin A7 	blue	-0.7744056937513584	0.0027939192801869307
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8 	blue	-0.22539105153873962	0.020458584263322532
H7C3C4	H7C3C4_HUMAN	SLC4A7	Anion exchange protein (Fragment) 	blue	-0.5397904089966161	3.6767451977266475e-05
Q8N556	AFAP1_HUMAN	AFAP1	Actin filament-associated protein 1 	blue	-0.24946086543645762	0.0385474713641443
Q32P51	RA1L2_HUMAN	HNRNPA1L2	Heterogeneous nuclear ribonucleoprotein A1-like 2 	red	0.30011095133308174	0.016640113023332435
Q9UJ68	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase 	blue	-0.4109666402933332	0.0005700085327491242
P09382	LEG1_HUMAN	LGALS1	Galectin-1 	blue	-0.4503590330559888	0.00017348529675878052
Q7Z2W9	RM21_HUMAN	MRPL21	39S ribosomal protein L21, mitochondrial 	blue	-0.5244537485867831	0.0018609014410219458
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type 	blue	-0.31638002460826087	0.00573729121386926
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase 	blue	-0.30661877372801527	0.04790828279912713
Q06481	APLP2_HUMAN	APLP2	Amyloid beta precursor like protein 2 	blue	-0.4905131935251479	0.00015860321070095755
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein 	blue	-0.24149455133829179	0.0015113095269188794
P62805	H4_HUMAN	H4C1	Histone H4 	blue	-0.5067702468364388	0.005491453578179723
P49441	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase 	blue	-0.4276172816463557	0.01520389734751264
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3 	red	0.5125611719739922	0.03495894630567241
P29279	CCN2_HUMAN	CCN2	CCN family member 2 	blue	-0.2965380982182495	0.0016369723594233704
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13 	blue	-0.22912296638408947	0.006674654794973316
Q9Y3A4	RRP7A_HUMAN	RRP7A	Ribosomal RNA-processing protein 7 homolog A 	red	0.6542279454835516	0.0020452684934561286
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2 	blue	-0.4943150411851356	0.002678641708194316
P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8 	blue	-0.2274674823412397	0.005251749546476749
Q9ULC5	ACSL5_HUMAN	ACSL5	Long-chain-fatty-acid--CoA ligase 5 	blue	-0.4071634594086113	0.034419714871210906
Q96Q89	KI20B_HUMAN	KIF20B	Kinesin-like protein KIF20B 	blue	-0.5303152766306578	0.0211026548525458
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1 	blue	-0.5866660847466889	0.0029849020373422593
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2 	red	0.27493652948162683	0.01694577244894313
P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E 	blue	-0.7491236002515365	0.011755015183083438
Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2 	red	0.3277090118038153	0.0365737746885799
Q6NV74	CRCDL_HUMAN	CRACDL	CRACD-like protein 	blue	-0.990525020785924	0.0004568430958278447
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2 	blue	-0.5011524307666395	0.0013899445719969242
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A 	blue	-0.3674245183203091	0.022088135617768206
Q9NSC5	HOME3_HUMAN	HOMER3	Homer protein homolog 3 	blue	-0.2911619715728122	0.007283556570613783
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1 	blue	-0.20226339776903401	0.03828364405581244
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1 	blue	-0.3151426373842483	0.03404036087277411
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit 	blue	-0.31790010205551056	0.000555462715019925
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog 	blue	-0.5008192860391709	0.0020167398170792333
